code_site,nom_station_officiel,latitude_pollution,longitude_pollution,station_meteo,distance_km
FR12049,UMICORE VIVIEZ,44.555225,2.219639,RODEZ-AVEYRON,26.35
FR39001,Musee histoire,14.6061,-61.0656,LAMENTIN-AERO,7.62
FR22004,Freyming-Merlebach,49.146526,6.815419,AEROPORT METZ-NANCY-LORRAINE,45.65
FR33113,Maurienne Trafic,45.209366,6.480326,VILLAR ST PANCRACE,38.69
FR07043,Le Puy Coiffier,45.04286,3.888806,LE PUY-LOUDES,10.42
FR21017,Ouistreham,49.289444,-0.257778,CAEN-CARPIQUET,18.86
FR50227,Montpellier Antigone,43.60883,3.895721,MONTPELLIER-AEROPORT,6.63
FR25049,Base loisirs Poses,49.30487,1.214367,ROUEN-BOOS,9.77
FR25500,Rouen - Quai du Havre,49.4393,1.088,ROUEN-BOOS,8.57
FR35023,TULLE - Victor Hugo,45.263615,1.763889,BRIVE,26.22
FR03021,AIX ROY RENE,43.524075,5.448164,MARIGNANE,21.05
FR14802,HAP Reims Prieur,49.263817,4.048806,REIMS-PRUNAY,9.79
FR19005,Rennes Triangle,48.08861,-1.659722,RENNES-ST JACQUES,5.94
FR25034,Val de la Haye Ecole,49.378246,1.001322,ROUEN-BOOS,12.87
FR38002,MONTGAILLARD,-20.903294,55.468334,GILLOT-AEROPORT,6.39
FR04099,NOGENT-SUR-MARNE,48.840557,2.484444,PARIS-MONTSOURIS,10.94
FR39010,Concorde,14.613844,-61.06349,LAMENTIN-AERO,7.58
FR01060,Malroy,49.16885,6.212669,AEROPORT METZ-NANCY-LORRAINE,21.19
FR02030,Berre Port,43.47201,5.167704,MARIGNANE,5.26
FR31055,MONT-DE-MARSAN - MIDOUZE,43.888973,-0.507028,MONT-DE-MARSAN,2.38
FR24011,NICE OUEST BOTANIQUE,43.68519,7.211174,NICE,4.05
FR02014,Port de Bouc Castil.,43.42533,4.996785,ISTRES,12.18
FR34064,Montargis_trafic,48.006935,2.740111,AUXERRE-PERRIGNY,63.65
FR43099,Kawéni Nord,-12.761174,45.226196,PAMANDZI,7.87
FR30018,Remiremont,48.024605,6.585836,LUXEUIL,31.17
FR36007,Saint Bauzile CEC,44.675938,4.673586,MONTELIMAR,11.54
FR31041,MONT DE MARSAN,43.8961,-0.491403,MONT-DE-MARSAN,1.68
FR82030,Montandon Baresans,47.29464,6.825861,DORANS,33.04
FR19014,Brest Desmoulins,48.39746,-4.48871,BREST-GUIPAVAS,9.54
FR34030,Bourges-Baffier,47.075043,2.407183,BOURGES,4.0
FR10032,Outreau,50.69435,1.57657,BOULOGNE-SEM,4.54
FR07051,Beaulieu,45.769,3.155,CLERMONT-FD,2.03
FR31027,IRATY,43.03361,-1.035278,BIARRITZ-PAYS-BASQUE,63.1
FR14852,HAP Monthermé,49.88245,4.741405,CHARLEVILLE-MEZ,13.13
FR19018,MORDELLES BELLAIS,48.082882,-1.834583,RENNES-ST JACQUES,7.63
FR16069,Mulhouse-Briand,47.747684,7.321364,BALE-MULHOUSE,20.48
FR34046,Dreux Centre,48.729694,1.358472,CHARTRES,31.72
FR41059,AJACCIO ABBATUCCI,41.92575,8.738278,AJACCIO,4.58
FR02024,Ste Maries de la Mer,43.457077,4.428002,NIMES-GARONS,35.13
FR04324,Zone Rurale Est,48.761665,3.058333,MELUN,32.5
FR82200,Besancon pl Leclerc,47.2425,6.0152,BESANCON,2.12
FR31014,HAMEAU,43.307777,-0.322778,PAU-UZEIN,11.44
FR04100,VILLEMOMBLE,48.881947,2.507222,LE BOURGET,11.13
FR39014,Sainte_Luce,14.468869,-60.927418,LAMENTIN-AERO,15.87
FR27002,ROUSSILLON,45.36782,4.805147,GRENOBLE-ST GEOIRS,39.7
FR19016,BREST Plouzané,48.359444,-4.568055,LANVEOC,13.04
FR35903,Les Rivailles - Palais,45.8781,1.3305,LIMOGES-BELLEGARDE,12.19
FR42012,Héming Rue des Ecoles,48.69451,6.965651,STRASBOURG-ENTZHEIM,52.15
FR07014,Aurillac Aerodrome,44.898335,2.420194,AURILLAC,0.76
FR14051,CHARLEVILLE,49.745277,4.719167,CHARLEVILLE-MEZ,6.87
FR16029,Strasbourg Nord,48.610363,7.781631,STRASBOURG-ENTZHEIM,12.4
FR07047,Bessay-sur-Allier,46.4409,3.361061,VICHY-CHARMEIL,30.63
FR31016,SAINT-CROUTS,43.47982,-1.489157,BIARRITZ-PAYS-BASQUE,3.83
FR08714,Perpignan Les Carmes,42.6955,2.90053,PERPIGNAN,5.16
FR06001,Valenciennes Acacias,50.35853,3.50804,LILLE-LESQUIN,37.38
FR82042,Damparis,47.065628,5.415061,TAVAUX SA,2.6
FR09304,AIRVAULT - Stade Laillé,46.823795,-0.135634,POITIERS-BIARD,42.79
FR36022,Aubenas_belvedere,44.622276,4.384979,LANAS SYN,9.56
FR04319,TREMBLAY-EN-FRANCE,48.95555,2.575278,ROISSY,7.27
FR33202,NOVEL,45.916943,6.135556,MEYTHET,3.45
FR16054,Colmar Centre,48.074444,7.3505554,COLMAR-MEYENHEIM,16.76
FR10003,Dunkerque Port,51.05206,2.35378,DUNKERQUE,1.08
FR20068,VILLEFRANCHE PERIURB,45.936275,4.796111,LYON-BRON,26.68
FR41007,AJACCIO SPOSATA,41.949223,8.757583,AJACCIO,4.53
FR28023,Wingles IME,50.496506,2.86725,LILLE-LESQUIN,18.21
FR09302,Zoodyssée Chizé,46.143234,-0.395913,NIORT,19.19
FR01005,Hayange,49.324722,6.076108,AEROPORT METZ-NANCY-LORRAINE,40.28
FR08017,Montpellier Périurbaine Sud (Lattes),43.5705,3.9118,MONTPELLIER-AEROPORT,4.31
FR41063,AJACCIO CONFINA 2,41.947685,8.796159,AJACCIO,3.31
FR30033,Jonville en Woevre,49.06583,5.785556,AEROPORT METZ-NANCY-LORRAINE,34.73
FR20064,VERNAISON,45.650616,4.816911,LYON-BRON,12.94
FR18053,St Pierre Amiens,49.90167,2.304597,MEAULTE,29.62
FR03047,MARSEILLE THIERS NOA,43.296967,5.383156,MARIGNANE,20.67
FR15043,Grenoble Les Frenes,45.1619,5.7356,GRENOBLE-ST GEOIRS,39.97
FR01012,Metz-Borny,49.110283,6.223336,AEROPORT METZ-NANCY-LORRAINE,14.63
FR02031,Marignane Ville,43.415688,5.216875,MARIGNANE,2.41
FR31010,AMBES,45.01478,-0.533942,BORDEAUX-MERIGNAC,23.93
FR07061,Riom Périurbaine,45.89674,3.122254,CLERMONT-FD,12.4
FR39015,Fort-de-France - Hôtel de ville,14.607444,-61.06978,LAMENTIN-AERO,8.09
FR09008,Aytré,46.135136,-1.117086,LA ROCHELLE-ILE DE RE,7.55
FR08016,Montpellier Prés d'Arènes,43.5915,3.88681,MONTPELLIER-AEROPORT,6.5
FR32014,Chalon St Marie,46.797363,4.853842,TAVAUX SA,51.46
FR04049,LES ULIS,48.679443,2.165556,TOUSSUS LE NOBLE,8.79
FR25035,Gd Couronne Mairie,49.358215,1.007853,ROUEN-BOOS,12.82
FR28022,St-Laurent-Blangy,50.30886,2.807369,LILLE-LESQUIN,35.57
FR23230,GASPARD,47.253036,-2.332025,ST NAZAIRE-MONTOIR,15.0
FR35019,SAILLAT - Ipaper,45.875835,0.823951,LIMOGES-BELLEGARDE,27.23
FR05084,NDGravenchon Pasteur,49.493332,0.571853,ST GATIEN DES B,32.6
FR24014,CIANS,44.09469,6.988978,NICE,52.62
FR31045,Bordeaux_GAUTIER,44.833824,-0.598525,BORDEAUX-MERIGNAC,7.33
FR04158,Zone Rurale NO,49.063087,1.866381,PONTOISE - AERO,12.14
FR03029,AIX CENTRE ECOLE ART,43.530285,5.440912,MARIGNANE,20.86
FR01065,Belleville sur Meuse,49.16778,5.387461,AEROPORT METZ-NANCY-LORRAINE,65.76
FR05056,Quillebeuf Phare,49.47372,0.526158,ST GATIEN DES B,28.68
FR12017,CANTEPAU ALBI,43.928055,2.1625,ALBI,3.99
FR25054,Petit-Quevilly Sud 3,49.434162,1.0670527,ROUEN-BOOS,9.46
FR02023,St Remy de Provence,43.788376,4.83465,AVIGNON,14.72
FR23068,FROSSAY,47.247353,-1.936522,ST NAZAIRE-MONTOIR,18.03
FR23075,JULES VERNE,47.315643,-2.190408,ST NAZAIRE-MONTOIR,2.71
FR34012,La Source,47.836617,1.927694,ORLEANS,20.44
FR07055,Fay-sur-Lignon,44.984444,4.2260833,LE PUY-LOUDES,37.67
FR32001,Chalon Centre Ville,46.78231,4.847322,TAVAUX SA,52.79
FR19015,Brest Pen ar Streat,48.41193,-4.47506,BREST-GUIPAVAS,7.75
FR35007,PALAIS S/ V.- Garros,45.87331,1.307916,LIMOGES-BELLEGARDE,10.38
FR21035,cherbourg doumer,49.63639,-1.626667,GONNEVILLE,11.89
FR34063,Blois_trafic,47.586544,1.326533,BLOIS,13.33
FR32005,Montceau-les-Mines 9me écluse,46.678783,4.366893,ST YAN,40.28
FR18049,Ville de Chauny,49.61311,3.223342,ST QUENTIN,22.85
FR35003,LIMOGES - Présidial,45.8311,1.256875,LIMOGES-BELLEGARDE,7.17
FR04122,RN6-MELUN,48.528057,2.653611,MELUN,9.34
FR11007,Lille Leeds,50.640793,3.074772,LILLE-LESQUIN,8.03
FR31031,SAINT-SULPICE,44.913055,-0.384444,BORDEAUX-MERIGNAC,25.86
FR12085,Toulouse Port de l'Embouchure,43.610386,1.4152,TOULOUSE-BLAGNAC,3.16
FR34056,Montierchaume,46.86453,1.771944,CHATEAUROUX  DEOLS,2.43
FR01016,Atton,48.886387,6.093611,AEROPORT METZ-NANCY-LORRAINE,15.04
FR19008,Serv Tech Guipry,47.83192,-1.83633,RENNES-ST JACQUES,27.42
FR14031,Troyes La Tour,48.301666,4.076944,TROYES-BARBEREY,4.93
FR12057,PAMIERS,43.11442,1.622586,ST GIRONS,43.62
FR22005,Puits 2(5),49.157528,6.744167,AEROPORT METZ-NANCY-LORRAINE,41.53
FR40008,Caiena3,4.9378467,-52.32093,CAYENNE-MATOURY,13.75
FR42011,Haguenau-Place marché aux bestiaux,48.81835,7.786409,STRASBOURG-ENTZHEIM,31.76
FR35002,ST JUNIEN - Fontaine,45.88485,0.898431,LIMOGES-BELLEGARDE,21.57
FR04180,RN20 - MONTLHERY,48.64093,2.26872,ORLY,12.73
FR14011,DOUMER,49.250732,4.023064,REIMS-PRUNAY,10.63
FR28010,Harnes Serres,50.44914,2.9,LILLE-LESQUIN,19.38
FR34028,Pompidou,47.394638,0.704861,TOURS,5.8
FR30030,Neuves-Maisons,48.614914,6.107672,NANCY-OCHEY,11.51
FR25053,Rouen Proxi Quai de Paris,49.4367,1.098838,ROUEN-BOOS,7.79
FR07032,Riom,45.894196,3.115056,CLERMONT-FD,12.23
FR18079,TRAFIC AMIENS,49.87722,2.2825,MEAULTE,31.94
FR28024,Estaires C.Sport,50.642612,2.723889,LILLE-LESQUIN,27.57
FR40004,Cayenne Stade nautique,4.932214,-52.310226,CAYENNE-MATOURY,13.66
FR29439,LA TALAUDIERE,45.481777,4.429667,ST ETIENNE-BOUTHEON,12.75
FR82001,Besancon Mégevand,47.235973,6.023611,BESANCON,3.0
FR10031,Boulogne Centre,50.71247,1.6081,BOULOGNE-SEM,2.3
FR05037,Caucriauville,49.503906,0.175731,OCTEVILLE,6.88
FR25044,Pt Couronne Piscine,49.389496,1.030703,ROUEN-BOOS,10.69
FR03084,LE PONTET,43.960144,4.856731,AVIGNON,6.55
FR14853,Vivier,49.73631,4.824764,CHARLEVILLE-MEZ,14.03
FR04156,BOBIGNY,48.902504,2.4525,LE BOURGET,7.43
FR18042,P. Roth St Quentin,49.851334,3.284,ST QUENTIN,6.69
FR14801,Métaux BSN,49.233612,4.056939,REIMS-PRUNAY,7.62
FR09105,Roumazières trafic,45.886185,0.581483,LIMOGES-BELLEGARDE,46.03
FR34043,Oysonville,48.39114,1.955611,CHARTRES,34.41
FR01066,Fameck,49.305088,6.101194,AEROPORT METZ-NANCY-LORRAINE,37.67
FR30037,Nancy-Brabois 2,48.656944,6.136022,NANCY-ESSEY,7.15
FR42010,Strasbourg Neudorf Ecoquartier Danube,48.572807,7.767833,STRASBOURG-ENTZHEIM,9.73
FR16031,Vosges du Nord,48.85731,7.314175,STRASBOURG-ENTZHEIM,41.77
FR07020,Busset,46.06028,3.515139,VICHY-CHARMEIL,14.85
FR03060,LA SEYNE GENOUD,43.101566,5.875404,HYERES,22.01
FR16052,Thann,47.810932,7.105553,COLMAR-MEYENHEIM,26.06
FR04055,PARIS 1er Les Halles,48.86212,2.344616,PARIS-MONTSOURIS,4.53
FR28131,Lens Stade J. Moulin,50.4368,2.826683,LILLE-LESQUIN,24.21
FR14029,Capitainerie,48.7266,4.594781,ST-DIZIER,25.03
FR20034,PIERRE BENITE,45.69953,4.829694,LYON-BRON,9.59
FR15053,Rocade Sud Eybens,45.15467,5.74523,GRENOBLE-ST GEOIRS,41.04
FR05087,Maison Parc Brotonne,49.498417,0.758697,ROUEN-BOOS,32.67
FR34029,La_Source-CNRS,47.83775,1.944667,ORLEANS,21.05
FR24007,ANTIBES JEAN MOULIN,43.598804,7.093153,NICE,10.86
FR33211,ANNEMASSE,46.19583,6.240556,MEYTHET,31.84
FR09003,place de VERDUN,46.162647,-1.153684,LA ROCHELLE-ILE DE RE,3.49
FR41003,AJACCIO PIATANICCIA,41.958027,8.820278,AJACCIO,5.0
FR04029,VERSAILLES,48.799168,2.130556,TOUSSUS LE NOBLE,5.54
FR16067,Vieux Thann 3,47.80221,7.122844,COLMAR-MEYENHEIM,25.48
FR09104,Angoulême trafic,45.64578,0.159472,COGNAC,37.0
FR02028,Martigues Lavera,43.386562,5.026868,MARIGNANE,15.93
FR34024,Joué lès Tours,47.34414,0.653778,TOURS,12.46
FR12013,Toulouse Ferry STCM,43.632465,1.432011,TOULOUSE-BLAGNAC,4.47
FR82514,Besancon Madeleine,47.240993,6.018156,BESANCON,2.39
FR82010,Montbéliard centre,47.510307,6.794,DORANS,9.61
FR31013,BILLERE,43.3108,-0.391543,PAU-UZEIN,8.49
FR24040,Cheiron,43.791912,7.048276,NICE,20.49
FR22054,Station de FORBACH,49.18742,6.910867,AEROPORT METZ-NANCY-LORRAINE,53.85
FR23004,PASTEUR,47.317345,-2.07333,ST NAZAIRE-MONTOIR,6.13
FR07203,La Monnerie,45.86876,3.60328,CLERMONT-FD,36.33
FR41022,AJACCIO DIAMANT,41.918304,8.736778,AJACCIO,4.62
FR31008,LE TEMPLE,44.86581,-0.94,BORDEAUX-MERIGNAC,19.99
FR03004,MARSEILLE PLOMBIERES,43.31543,5.386739,MARIGNANE,19.37
FR10028,Gravelines PC/Drire,50.98106,2.14317,DUNKERQUE,16.05
FR09009,Place du Marche,46.58305,0.344889,POITIERS-BIARD,2.62
FR01063,Serémange-Erzange,49.321335,6.103931,AEROPORT METZ-NANCY-LORRAINE,39.35
FR02019,Vitrolles,43.44603,5.254136,MARIGNANE,3.22
FR29429,RIVE DE GIER,45.533424,4.623939,ST ETIENNE-BOUTHEON,25.75
FR05070,Harfleur Ecole Coty,49.505,0.201694,OCTEVILLE,8.53
FR39002,Lycee Schoelcher,14.603139,-61.07789,LAMENTIN-AERO,8.89
FR23182,SOURCES,47.971146,0.221356,LE MANS,3.47
FR16041,Strasbourg Sud 2,48.5157,7.687819,STRASBOURG-ENTZHEIM,5.13
FR09015,Les Couronneries,46.58696,0.358458,POITIERS-BIARD,3.46
FR19503,Lorient Rue de Belgique,47.75947,-3.380389,LORIENT-LANN BIHOUE,4.15
FR06022,Station SNET,50.36641,3.33942,LILLE-LESQUIN,28.38
FR05504,Le Havre Pasteur,49.5032,0.1301,OCTEVILLE,4.32
FR12001,COLOMIERS,43.620003,1.3475,TOULOUSE-BLAGNAC,2.52
FR03063,TOULON ARSENAL,43.124584,5.924399,HYERES,18.27
FR18043,Faiencerie Creil,49.259552,2.474397,ROISSY,27.52
FR34013,Gambetta,47.90708,1.901139,ORLEANS,13.05
FR04024,GONESSE,48.99083,2.444722,LE BOURGET,2.89
FR03064,LA VALETTE/LA GARDE,43.135902,6.011513,HYERES,11.68
FR34084,St_Pierre_des_Corps,47.38944,0.7225,TOURS,6.13
FR18048,CROUY,49.403618,3.361543,ST QUENTIN,47.46
FR38019,Boulevard Jean Jaurès,-20.8935,55.470806,GILLOT-AEROPORT,6.01
FR25503,Petit-Couronne Laennec- reporting 25503,49.3793,1.0304,ROUEN-BOOS,10.77
FR02033,Martigues  Couronne,43.339893,5.058827,MARIGNANE,16.39
FR34108,Bazoches_CC,48.166058,2.044028,ORLEANS,27.76
FR31003,BORDEAUX-BASTIDE,44.849648,-0.544995,BORDEAUX-MERIGNAC,11.73
FR07011,Aurillac Centre,44.923164,2.436778,AURILLAC,3.78
FR11022,Armentieres Centre,50.68719,2.88004,LILLE-LESQUIN,20.13
FR37001,ST de Baie mahault,16.257307,-61.591724,LE RAIZET AERO,8.08
FR26094,Dijon Ardennes,47.351368,5.070706,DIJON-LONGVIC,9.38
FR05501,Gonfreville Pissotière à Madame,49.4975,0.2531,OCTEVILLE,12.3
FR10034,Grande-synthe,51.02446,2.30215,DUNKERQUE,4.36
FR23229,VIEUX SAINT LOUIS,48.072517,-0.773236,LAVAL-ETRONNIER,5.06
FR37010,BT_PICHON,15.994349,-61.727203,LE RAIZET AERO,37.5
FR04142,Zone Rurale Nord-Est,49.028057,2.750278,ROISSY,15.81
FR20046,VAULX EN VELIN,45.7789,4.9247,LYON-BRON,6.68
FR38098,Sarda Garriga,-21.277075,55.403065,GILLOT-AEROPORT,44.74
FR20048,SAINT EXUPERY,45.7533,5.0722,LYON-ST EXUPERY,3.01
FR34003,Chambord,47.630177,1.569311,BLOIS,27.27
FR31007,BASSENS,44.900295,-0.515835,BORDEAUX-MERIGNAC,15.85
FR25048,Petit Quevilly,49.42815,1.058025,ROUEN-BOOS,9.71
FR38013,Rambaud,-20.885885,55.473427,GILLOT-AEROPORT,5.78
FR12004,Toulouse école m. Jacquier,43.575695,1.418064,TOULOUSE-BLAGNAC,5.95
FR16064,Colmar Sud,48.065414,7.333139,COLMAR-MEYENHEIM,16.19
FR04071,Rue Bonaparte,48.856388,2.335278,PARIS-MONTSOURIS,3.87
FR22017,Volmunster,49.125977,7.381747,STRASBOURG-ENTZHEIM,66.84
FR30031,Nancy-Poincare,48.6931,6.168019,NANCY-ESSEY,3.97
FR39008,Ville de Schoelcher,14.616389,-61.100792,LAMENTIN-AERO,11.55
FR10016,Calais Berthelot,50.94729,1.84308,BOULOGNE-SEM,29.37
FR05072,Sainte Adresse,49.50386,0.084614,OCTEVILLE,3.28
FR02020,Rognac les Brets,43.510803,5.220046,MARIGNANE,8.14
FR03046,LA CIOTAT,43.18659,5.607593,MARIGNANE,42.23
FR20061,VILLEFRANCHE Village,45.986217,4.719637,LYON-BRON,34.4
FR16066,Mulhouse Sud 2,47.737415,7.309075,BALE-MULHOUSE,20.34
FR10004,Malo-les-Bains,51.04858,2.42004,DUNKERQUE,5.69
FR14004,MAIRIE REIMS,49.25861,4.031111,REIMS-PRUNAY,10.52
FR23120,BEAUX ARTS,47.4685,-0.555925,BEAUCOUZE,4.54
FR33720,Ugine_musée,45.7467,6.4208,BOURG ST MAURICE,30.5
FR33101,PASTEUR,45.56472,5.928333,CHAMBERY-AIX,9.38
FR32006,Macon Paul Bert,46.316174,4.839994,MACON,4.26
FR19007,Rennes Les Halles,48.10751,-1.67984,RENNES-ST JACQUES,5.89
FR82004,Besancon Chailluz,47.297306,6.051917,BESANCON,7.18
FR24020,CAGNES LADOUMEGUE,43.658337,7.157846,NICE,4.25
FR18080,TRAF Saint Quent 14,49.84282,3.281439,ST QUENTIN,6.06
FR11025,Lille Fives,50.62805,3.09031,LILLE-LESQUIN,6.47
FR01017,Metz-Sablon,49.09611,6.172778,AEROPORT METZ-NANCY-LORRAINE,13.96
FR09019,Niort Ferry,46.329586,-0.458889,NIORT,4.76
FR26012,Morvan,47.27476,4.099476,AUXERRE-PERRIGNY,73.77
FR19020,Kergoff,48.261963,-2.943631,ST BRIEUC,31.25
FR33232,BOSSONS,45.907223,6.845833,BOURG ST MAURICE,33.37
FR07001,Royat,45.764668,3.047194,CLERMONT-FD,8.3
FR19010,Rennes St-Yves,48.11078,-1.68293,RENNES-ST JACQUES,6.01
FR20069,Lyon Périphérique,45.77482,4.898572,LYON-BRON,7.13
FR12020,Peyrusse Vieille,43.6287,0.179069,AUCH,34.61
FR23150,APPENTIS,47.44734,-0.550101,BEAUCOUZE,5.98
FR20047,COTIERE AIN,45.823223,4.953958,LYON-BRON,11.34
FR01004,Distroff,49.332497,6.271664,AEROPORT METZ-NANCY-LORRAINE,39.32
FR11034,Roubaix Serres,50.706535,3.18066,LILLE-LESQUIN,16.28
FR04135,Boulevard Soult,48.83796,2.408061,PARIS-MONTSOURIS,5.45
FR15045,Grenoble PeriurbSud,45.0578,5.6767,GRENOBLE-ST GEOIRS,44.38
FR26114,Le Gratteris,47.182175,6.139338,BESANCON,13.58
FR34067,St Jean de la Ruelle,47.9103,1.873431,ORLEANS,11.41
FR04329,Bld peripherique Est,48.838615,2.412781,PARIS-MONTSOURIS,5.8
FR34011,Prefecture,47.899445,1.910294,ORLEANS,14.13
FR38014,Ligne Paradis,-21.312895,55.474194,GILLOT-AEROPORT,47.12
FR25047,Gd Quevilly mairie,49.40986,1.053736,ROUEN-BOOS,9.3
FR03088,CARPENTRAS,44.06035,5.067413,CARPENTRAS,2.69
FR04002,GENNEVILLIERS,48.93032,2.29435,LE BOURGET,10.57
FR10007,St Pol/mer Nord,51.03381,2.3352,DUNKERQUE,2.47
FR33220,PASSY,45.92361,6.713611,BOURG ST MAURICE,34.79
FR04060,PARIS 7eme,48.8572,2.2933,PARIS-MONTSOURIS,5.12
FR23178,PARSCAU DU PLESSIS,47.318893,-2.066876,ST NAZAIRE-MONTOIR,6.63
FR23001,AMPERE,47.324257,-2.081429,ST NAZAIRE-MONTOIR,5.63
FR16001,Strasbourg Ouest,48.608818,7.708917,STRASBOURG-ENTZHEIM,8.3
FR30016,Hotel Districal,48.685856,6.175111,NANCY-ESSEY,3.41
FR18054,Hirson site 2,49.920555,4.090556,CHARLEVILLE-MEZ,42.48
FR23252,LA PAIX,48.07104,-0.766993,LAVAL-ETRONNIER,4.74
FR24032,Riviera Française,43.758533,7.478833,NICE,24.89
FR04181,RAMBOUILLET,48.63373,1.830529,TRAPPES,20.43
FR21019,IFS Caen sud,49.15167,-0.352778,CAEN-CARPIQUET,8.15
FR40010,Matiti,5.034602,-52.563793,CAYENNE-MATOURY,32.26
FR10029,Cappelle la Grande,50.99594,2.36627,DUNKERQUE,6.92
FR23251,FRERES GONCOURT,47.23356,-1.564811,NANTES-BOUGUENAIS,9.87
FR21037,Cherbourg port charb,49.64695,-1.59342,GONNEVILLE,9.38
FR24023,CONTES 2,43.78875,7.332382,NICE,18.45
FR33102,CHAMBERY LE HAUT,45.59667,5.918611,CHAMBERY-AIX,5.89
FR04333,ARGENTEUIL Hôtel de Ville,48.948124,2.248817,LE BOURGET,13.23
FR05088,Fécamp,49.749943,0.415019,OCTEVILLE,33.53
FR08018,Montpellier St Gely,43.6926,3.80021,MONTPELLIER-AEROPORT,18.51
FR07049,MOULINS,46.56187,3.331089,VICHY-CHARMEIL,44.25
